url,url_id
https://github.com/pvlib/pvlib-python,
https://github.com/SunPower/pvfactors,
https://github.com/renewables-ninja/gsee,
https://github.com/SunPower/PVMismatch,
https://github.com/NREL/rdtools,
https://github.com/ColasGael/Machine-Learning-for-Solar-Energy-Prediction,
https://github.com/zae-bayern/elpv-dataset,
https://github.com/oemof/feedinlib,
https://github.com/pvedu/photovoltaic,
https://github.com/pvcaptest/pvcaptest,
https://github.com/danieljfarrell/pvtrace,
https://github.com/NREL/SolarPILOT,
https://github.com/slacgismo/solar-data-tools,
https://github.com/tdcosim/SolarPV-DER-simulation-utility,
https://github.com/NREL/bifacial_radiance,
https://github.com/PV-Lab/autoXRD,
https://github.com/PV-Lab/BayesProcess,
https://github.com/qpv-research-group/solcore5,
https://github.com/squishykid/solax,
https://github.com/NREL/bifacialvf,
https://github.com/oscarperpinan/solar,
https://github.com/SolarTherm/SolarTherm,
https://github.com/LibreSolar/bms-firmware,
https://github.com/LibreSolar/charge-controller-firmware,
https://github.com/openclimatefix/pvoutput,
https://github.com/openclimatefix/predict_pv_yield,
https://github.com/alan-turing-institute/solar-panel-detection,
https://github.com/aqreed/solarpy,
https://github.com/meltaxa/solariot,
https://github.com/pvlib/pvanalytics,
https://github.com/PerovskiteSCModelling/IonMonger,
https://github.com/qpv-research-group/rayflare,
https://github.com/DuraMAT/pv-terms,
https://github.com/slacgismo/StatisticalClearSky,
https://github.com/RentadroneCL/Photovoltaic_Fault_Detector,
https://github.com/ropensci/nasapower,
https://github.com/greco-project/pvcompare,
https://github.com/NREL/SolTrace,
https://github.com/WMD-group/CarrierCapture.jl,
https://github.com/ladybug-tools/honeybee,
https://github.com/opensolarproject/OSPController,
https://github.com/danjulio/MPPT-Solar-Charger,
https://github.com/iat-cener/tonatiuh,
https://github.com/kdmayer/PV4GER,
https://github.com/BreakingBytes/pvfree,
https://github.com/pingswept/pysolar,
https://github.com/NREL/PV_ICE,
https://github.com/openclimatefix/nowcasting,
https://github.com/SolarArbiter/solarforecastarbiter-core,
https://github.com/slacgismo/pv-system-profiler,
https://github.com/Lkruitwagen/solar-pv-global-inventory,
https://github.com/IEAWindTask37/IEA-15-240-RWT,
https://github.com/google/makani,
https://github.com/wind-python/windpowerlib,
https://github.com/turbinesFoam/turbinesFoam,
https://github.com/Exawind/nalu-wind,
https://github.com/OpenFAST/openfast,
https://github.com/Exawind/amr-wind,
http://www.q-blade.org/#welcome,
https://github.com/NREL/OpenOA,
https://github.com/NREL/ROSCO,
https://github.com/NREL/floris,
https://github.com/FZJ-IEK3-VSA/windtools,
https://gitlab.windenergy.dtu.dk/TOPFARM/PyWake,
https://github.com/WISDEM/WISDEM,
https://github.com/WISDEM/LandBOSSE,
https://github.com/OpenMDAO/OpenMDAO,
https://gitlab.windenergy.dtu.dk/TOPFARM/TopFarm2,
https://gitlab.windenergy.dtu.dk/OpenLAC/BasicDTUController,
https://gitlab.windenergy.dtu.dk/toolbox/WindEnergyToolbox,
https://github.com/YsoSirius/windfarmGA,
https://github.com/lkev/wtphm,
https://github.com/WISDEM/AirfoilPreppy,
https://github.com/signals-dev/GreenGuard,
https://gitlab.windenergy.dtu.dk/pyconturb/pyconturb,
https://github.com/WISDEM/ORBIT,
https://github.com/nmstreethran/WindTurbineClassification,
https://github.com/audunarn/ANYstructure,
https://github.com/python-windrose/windrose,
https://github.com/ImperialCollegeLondon/sharpy,
https://github.com/NREL/WindSE,
https://github.com/WISDEM/WEIS,
https://github.com/YingyiLiu/HAMS,
https://github.com/brightwind-dev/brightwind,
https://github.com/SNL-WaterPower/WecOptTool,
https://github.com/SNL-WaterPower/CACTUS,
https://github.com/energy-modelling-toolkit/hydro-power-database,
https://github.com/MHKiT-Software/MHKiT-Python,
https://github.com/hydro-python/hydropowerlib,
https://github.com/NREL-SIIP/HydroPowerSimulations.jl,
https://github.com/simulatino/OpenHPL,
https://github.com/WEC-Sim/WEC-Sim,
https://github.com/BEMRosetta/BEMRosetta,
https://github.com/mancellin/capytaine,
https://github.com/MassimoCimmino/pygfunction,
https://github.com/Japhiolite/geothermics,
https://github.com/charxie/multiphysics,
https://gitlab.opengeosys.org/ogs/ogs,
https://github.com/lanl/FEHM,
https://github.com/CalebBell/thermo,
https://github.com/waiwera/waiwera,
https://github.com/ICWallis/fractoolbox,
https://github.com/SmartTensors/GeoThermalCloud.jl,
https://github.com/sashahafner/biogas,
https://github.com/BioSTEAMDevelopmentGroup/biosteam,
https://github.com/alexliberzonlab/Multiscale_Ulva,
https://github.com/foxBMS/foxbms,
https://github.com/ECSHackWeek/impedance.py,
https://github.com/pybamm-team/PyBaMM,
https://github.com/EnnoidMe/ENNOID-BMS,
https://github.com/jepegit/cellpy,
https://github.com/rdbraatz/data-driven-prediction-of-battery-cycle-life-before-capacity-degradation,
https://github.com/rlogiacco/BatterySense,
https://github.com/TRI-AMDD/beep,
https://github.com/snl-quest/snl-quest,
https://gitlab.lrz.de/open-ees-ses/simses,
https://vibe.ornl.gov/#introduction,
https://github.com/Samuel-Buteau/universal-battery-database,
https://gitlab.lrz.de/open-ees-ses/openbea,
https://gitlab.lrz.de/open-ees-ses/lp_opt,
https://github.com/davidhowey/SLIDE,
https://github.com/batterysim/equiv-circ-model,
https://github.com/dsr-18/long-live-the-battery,
https://git.rwth-aachen.de/isea/framework,
https://github.com/nealde/Ampere,
https://github.com/epri-dev/StorageVET,
https://github.com/offgridsystems/Documents,
https://github.com/ElektrikAkar/3d_milp,
https://github.com/lionsimbatoolbox/LIONSIMBA,
https://gitlab.com/diw-evu/emobpy/emobpy,16290813
https://github.com/ECSIM/opem,
https://github.com/ECSIM/gopem,
https://github.com/ECSIM/pem-dataset1,
https://github.com/FZJ-IEK3-VSA/HIM,
https://github.com/e2nIEE/pandapipes,
https://github.com/sandialabs/hyram,
https://github.com/lanl-ansi/GasModels.jl,
https://www.gas.scigrid.de/,
https://github.com/hpxmlwg/hpxml,
https://github.com/NREL/hescore-hpxml,
https://github.com/FZJ-IEK3-VSA/LoadProfileGenerator,
https://github.com/buds-lab/the-building-data-genome-project,
https://github.com/VOLTTRON/volttron,
https://github.com/NREL/EnergyPlus,
https://github.com/NREL/OpenStudio,
https://github.com/HIT2GAP-EU-PROJECT/bemserver,
https://github.com/SEED-platform/seed,
https://github.com/EcotopeResearch/HPWHsim,
https://github.com/NREL/OpenStudio-ERI,
https://github.com/NREL/OpenStudio-HPXML,
https://github.com/RWTH-EBC/AixLib,
https://github.com/RWTH-EBC/TEASER,
https://github.com/RWTH-EBC/pyCity,
https://github.com/oemof/tespy,
https://github.com/architecture-building-systems/RC_BuildingSimulator,
https://github.com/architecture-building-systems/CityEnergyAnalyst,
https://github.com/lbl-srg/modelica-buildings,
https://github.com/open-ideas/StROBe,
https://github.com/mdh266/NYCBuildingEnergyUse,
https://github.com/jonathanrjpereira/Smart-Energy-Monitor,
https://github.com/HotMaps/Hotmaps-toolbox-service,
https://github.com/EDF-TREE/BuildSysPro,
https://github.com/lbl-srg/MPCPy,
https://github.com/lbl-srg/obc,
https://github.com/cstb/citygml-energy,
https://github.com/Planheat/Planheat-Tool,
https://gitlab.com/energyincities/energy-signature-analyser,14675621
https://github.com/UdK-VPT/BuildingSystems,
https://github.com/ibpsa/modelica-ibpsa,
https://github.com/ibpsa/project1,
https://github.com/TEB-model/teb,
https://github.com/FZJ-IEK3-VSA/tsib,
https://github.com/oemof/DHNx,
https://github.com/buds-lab/building-data-genome-project-2,
https://gitlab.com/energyincities/besos,5667920
https://github.com/CenterForTheBuiltEnvironment/pythermalcomfort,
https://github.com/CenterForTheBuiltEnvironment/comfort_tool,
https://github.com/NREL/resstock,
https://github.com/dsmrreader/dsmr-reader,
https://github.com/LBNL-ETA/MSWH,
https://github.com/hongyuanjia/eplusr,
https://github.com/BrickSchema/Brick,
https://github.com/LBNL-JCI-ICF/better,
https://github.com/nilmtk/nilmtk,
https://github.com/volkszaehler/volkszaehler.org,
https://github.com/volkszaehler/mbmd,
https://github.com/FZJ-IEK3-VSA/HiSim,
https://github.com/RE-Lab-Projects/hplib,
https://github.com/ecmwf-projects/thermofeel,
https://github.com/CenterForTheBuiltEnvironment/clima,
https://github.com/ropensci/stplanr,
https://github.com/JRCSTU/CO2MPAS-TA,
https://github.com/JRCSTU/wltp,
https://github.com/NewMotion/ocpp,
https://github.com/mobilityhouse/ocpp,
https://github.com/NewMotion/docile-charge-point,
https://github.com/maasglobal/maas-schemas,
https://github.com/coopcycle/coopcycle-web,
https://github.com/EVNotify/EVNotify,
https://github.com/diowa/icare,
https://github.com/STS-Rosario/carpoolear,
https://utd19.ethz.ch/,
https://github.com/lincomatic/open_evse,
https://github.com/OpenEVSE/ESP8266_WiFi_v2.x,
https://github.com/CanalTP/navitia,
https://github.com/vonfeng/DeepMove,
https://github.com/openmobilityfoundation/mobility-data-specification,
https://github.com/mdolab/openconcept,
https://github.com/openchargemap/ocm-system,
https://github.com/andig/evcc,
https://github.com/RWTH-i5-IDSG/steve,
https://github.com/V2GClarity/RISE-V2G,
https://github.com/sash-ko/simobility,
https://github.com/vocol/mobivoc,
https://github.com/grote/Transportr,
https://github.com/OneBusAway/onebusaway-android,
https://github.com/google/transitfeed,
https://github.com/BlinkTagInc/node-gtfs,
https://github.com/schildbach/public-transport-enabler,
https://github.com/grote/osm2gtfs,
https://github.com/systragroup/quetzal,
https://github.com/marlinarnz/quetzal_germany,
https://openmobility.eclipse.org/,
https://github.com/Ifsttar/NoiseModelling,
https://github.com/Ifsttar/NoiseCapture,
https://github.com/ropensci/bikedata,
https://github.com/cyclosm/cyclosm-cartocss-style,
https://github.com/upb-lea/gym-electric-motor,
https://github.com/LBNL-UCB-STI/beam,
https://github.com/ubahnverleih/WoBike,
https://github.com/PierrickP/multicycles,
https://github.com/eskerda/pybikes,
https://gitlab.com/mshepherd/sustainable-mobility-api,15397256
https://github.com/OpenChargingCloud/ChargyDesktopApp,
https://github.com/OpenChargingCloud/WWCP_OCPP,
https://github.com/OpenChargingCloud/WWCP_Core,
http://openv2g.sourceforge.net/,
https://github.com/RAMP-project/RAMP-mobility,
https://github.com/ITSLeeds/pct/,
https://github.com/goat-community/goat,
https://github.com/ATFutures/gtfs-router,
https://github.com/cityflow-project/CityFlow/,
https://github.com/d-wasserman/Complete_Street_Rule,
https://github.com/jrester/tesla_powerwall,
https://github.com/gsoh/VED,
https://github.com/NABSA/gbfs,
https://github.com/bikeindex/bike_index,
https://github.com/voltbras/go-ocpp,
https://github.com/johan12345/EVMap,
